season,week,team,season_type,game_id,opponent_team,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_cpoe,passing_2pt_conversions,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,special_teams_tds,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_safeties,misc_yards,fumble_recovery_own,fumble_recovery_yards_own,fumble_recovery_opp,fumble_recovery_yards_opp,fumble_recovery_tds,penalties,penalty_yards,timeouts,punt_returns,punt_return_yards,kickoff_returns,kickoff_return_yards,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,gwfg_made,gwfg_att,gwfg_missed,gwfg_blocked,gwfg_distance
2025,5,BAL,REG,2025_05_HOU_BAL,HOU,14,20,179,0,3,1,-16,0,0,163,83,7,-7.8949564919229065,-0.31771227717399597,0,19,44,1,0,0,4,-5.534755662432872,0,14,20,179,0,0,0,163,83,7,-5.518748424516938,0,0,36,3,43,5,22,0,2.0,17.0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,49,3,1,16,8,186,1,2,1,0,27.0,0.5,0,1,0,0,0,0,0,0,0,0,1,0,27,55,,27,55,0,1,1,0,0,1.0,0,0,0,0,0
2025,5,BUF,REG,2025_05_NE_BUF,NE,22,31,253,2,1,1,-8,0,0,246,99,16,10.645898245595461,5.940981755654017,0,29,118,0,1,1,6,-3.9830778628238477,0,22,30,253,2,1,1,246,99,16,8.269936339609856,0,0,44,1,13,6,9,2,4.0,6.0,8,0,0,1,0,0,0,0,0,1,1,1,0,11,90,6,0,0,5,127,2,2,0,0,45.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,31;45,,,76,0,0,2,2,0,0,1.0,0,0,0,0,0
2025,5,CAR,REG,2025_05_MIA_CAR,MIA,19,30,198,2,1,3,-19,1,1,244,73,12,-1.3048395836655962,8.688226231822261,0,32,239,1,0,0,8,10.933818381774472,0,19,27,198,2,0,0,244,73,12,10.221585124473235,0,0,37,2,26,9,42,0,3.0,27.0,3,0,0,1,0,0,0,0,0,0,0,0,0,8,46,4,0,0,5,113,2,2,0,0,49.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,35;49,,,84,0,0,3,3,0,0,1.0,0,0,0,0,0
2025,5,CIN,REG,2025_05_DET_CIN,DET,26,40,251,3,3,2,-14,1,0,339,93,12,-8.766111446794405,0.007850751280784607,0,16,85,0,0,0,4,1.802048583922442,0,26,40,251,3,1,0,339,93,12,-5.341994787699824,0,0,33,3,45,6,20,1,4.0,14.0,7,0,0,1,0,0,0,0,2,2,1,1,0,6,30,4,1,6,6,154,1,1,0,0,50.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,50,,,50,0,0,3,3,0,0,1.0,0,0,0,0,0
2025,5,CLE,REG,2025_05_MIN_CLE,MIN,19,33,190,2,0,2,-8,0,0,208,103,9,-2.2798502849765976,-6.815527845174074,0,32,140,0,0,0,9,1.4644650935661048,0,19,32,190,2,0,0,208,103,9,0.5207758772883642,0,0,33,3,39,6,24,2,3.0,16.0,3,0,0,3,0,0,0,0,0,0,2,2,0,10,78,6,3,31,3,78,1,1,0,0,31.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,31,,,31,0,0,2,2,0,0,1.0,0,0,0,0,0
2025,5,DAL,REG,2025_05_DAL_NYJ,NYJ,18,29,237,4,0,1,-1,0,0,232,126,12,11.848729786221256,-0.6138832441398075,0,29,180,1,0,0,9,6.831910461449297,0,18,28,237,4,0,0,232,126,12,13.189436508391836,0,0,46,1,37,6,50,1,5.0,49.0,14,0,0,3,0,0,0,0,0,0,1,1,0,11,91,5,1,8,1,32,1,1,0,0,35.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,35,,,35,0,0,4,5,1,0,0.8,0,0,0,0,0
2025,5,DEN,REG,2025_05_DEN_PHI,PHI,24,39,242,1,0,2,-14,0,0,318,122,12,4.242067022660045,0.7757284988959631,1,29,130,1,0,0,8,0.8363362583040725,0,24,36,242,1,0,0,318,122,12,10.390780334422594,1,0,35,0,16,5,21,0,6.0,23.0,8,0,0,9,0,0,0,0,0,0,0,0,0,12,121,5,4,42,4,83,2,2,0,0,55.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,55;36,,,91,0,0,1,1,0,0,1.0,0,0,0,0,0
2025,5,DET,REG,2025_05_DET_CIN,CIN,20,24,261,4,0,4,-14,1,1,106,172,15,13.01289663463831,17.393486396126125,0,33,118,1,0,0,7,-3.777595158026088,0,20,23,261,4,0,0,106,172,15,24.138901888392866,0,0,32,2,28,5,21,2,2.0,14.0,9,3,17,11,0,0,1,0,0,0,0,0,0,8,56,1,1,11,3,87,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,5,5,0,0,1.0,0,0,0,0,0
2025,5,HOU,REG,2025_05_HOU_BAL,BAL,25,31,267,4,0,2,-17,0,0,259,77,15,18.976819263320994,16.18174256816987,0,33,167,1,0,0,8,3.0716267556887153,0,25,31,267,4,0,0,259,77,15,23.09963262620949,0,0,28,1,27,3,20,0,1.0,16.0,2,3,20,4,0,0,0,0,0,0,0,0,0,4,26,1,1,12,2,58,3,3,0,0,57.0,1.0,0,0,1,0,2,0,0,0,0,0,0,0,50;57;34,,,141,0,0,5,5,0,0,1.0,0,0,0,0,0
2025,5,IND,REG,2025_05_LV_IND,LV,21,32,221,2,0,0,0,0,0,267,72,12,10.682596398386872,-1.6103078280725787,0,25,96,4,0,0,10,6.2042357967149,1,21,31,221,2,0,0,267,72,12,11.147923787401291,0,0,40,1,37,6,40,0,4.0,38.0,5,2,32,8,0,0,0,0,1,1,0,0,0,9,77,3,0,0,3,74,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,2,2,0,0,1.0,0,0,0,0,0
2025,5,JAX,REG,2025_05_KC_JAX,KC,18,25,221,1,1,3,-11,0,0,209,101,8,-0.7439143976450786,8.061216115951538,0,26,109,2,1,1,10,2.271797684923513,0,18,25,221,1,0,0,209,101,8,0.8518589324005525,0,0,40,0,28,1,6,0,0.0,0.0,4,1,99,6,1,0,0,0,0,0,0,0,0,4,25,5,1,-1,4,117,1,1,0,0,52.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,52,,,52,0,0,4,4,0,0,1.0,0,0,0,0,0
2025,5,KC,REG,2025_05_KC_JAX,JAX,29,41,318,1,1,0,0,0,0,401,152,15,2.664317194139585,6.204959228634834,0,22,158,3,0,0,13,9.242397008405533,0,29,40,318,1,0,0,401,152,15,3.0620264353929088,0,0,31,1,33,5,13,1,3.0,11.0,8,1,2,5,0,0,0,0,0,0,1,1,0,13,109,3,2,2,5,130,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,4,4,0,0,1.0,0,0,0,0,0
2025,5,LA,REG,2025_05_SF_LA,SF,30,47,389,3,0,1,-11,0,0,528,120,18,15.072453184221198,-3.2675007763116257,0,16,78,0,2,2,6,-10.659328916692175,0,30,46,389,3,0,0,528,120,18,17.336713413235522,0,0,47,4,38,3,5,0,1.0,9.0,10,0,0,5,0,0,0,0,0,1,0,0,0,5,36,6,3,21,5,122,1,2,1,0,48.0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,48,53,,48,53,0,2,3,0,1,0.6666666666666666,0,0,0,0,0
2025,5,LAC,REG,2025_05_WAS_LAC,WAS,25,33,210,1,1,5,-29,0,0,127,125,11,-7.5453580910951095,5.737509019672871,0,27,155,0,0,0,6,4.38978646293981,0,25,32,210,1,1,1,127,125,11,-5.5963984139380045,0,0,31,1,27,6,18,1,1.0,5.0,1,0,0,2,0,0,0,0,0,0,1,1,0,10,85,5,0,0,4,88,1,1,0,0,55.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,55,,,55,0,0,1,1,0,0,1.0,0,0,0,0,0
2025,5,LV,REG,2025_05_LV_IND,IND,25,36,228,0,2,4,-38,0,0,244,121,12,-10.903446787652872,-0.3144454624917772,0,25,106,0,0,0,6,-2.9291376379551366,0,25,36,228,0,0,0,244,121,12,-2.5412842641573734,0,0,34,2,18,2,3,0,0.0,0.0,3,0,0,3,0,0,0,0,0,0,0,0,0,6,65,3,1,8,4,100,2,3,1,0,37.0,0.6666666666666666,0,1,1,0,0,0,0,0,0,0,1,0,24;37,57,,61,57,0,0,0,0,0,,0,0,0,0,0
2025,5,MIA,REG,2025_05_MIA_CAR,CAR,27,36,256,3,0,3,-27,0,0,287,76,13,11.485191292514582,14.81027743395637,0,14,19,0,0,0,2,-6.435699418361764,0,27,34,256,3,0,0,287,76,13,16.393731623480562,0,0,33,3,37,3,20,1,3.0,19.0,8,1,7,2,0,0,0,0,0,0,1,1,0,9,64,4,3,29,5,122,1,1,0,0,43.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,43,,,43,0,0,3,3,0,0,1.0,0,0,0,0,0
2025,5,MIN,REG,2025_05_MIN_CLE,CLE,26,35,268,2,0,3,-16,0,0,252,137,14,11.959720982628124,7.974851306746988,0,23,97,1,2,2,5,-9.770947939308826,0,26,34,268,2,0,0,252,137,14,16.77348877704935,0,0,34,1,45,5,16,0,2.0,8.0,3,0,0,5,0,0,0,0,0,0,0,0,0,7,50,5,3,15,4,102,0,1,1,0,,0.0,0,0,0,0,0,0,0,0,0,0,1,0,,51,,0,51,0,3,3,0,0,1.0,0,0,0,0,0
2025,5,NE,REG,2025_05_NE_BUF,BUF,22,30,273,0,0,4,-6,0,0,213,100,13,9.731839577931728,13.756121375731059,0,22,71,2,0,0,5,-0.910297991533298,0,22,28,273,0,1,1,213,100,13,9.758526722116965,0,0,38,1,31,2,7,1,1.0,8.0,5,1,0,3,0,0,0,0,1,1,2,2,0,8,93,4,1,0,5,112,3,3,0,0,52.0,1.0,1,0,1,0,1,0,0,0,0,0,0,0,30;19;52,,,101,0,0,2,2,0,0,1.0,1,1,0,0,52
2025,5,NO,REG,2025_05_NYG_NO,NYG,22,32,244,1,0,0,0,0,0,240,96,10,9.309715548185872,-1.4282968736463977,0,30,88,0,0,0,5,-6.356846121515371,0,22,31,244,1,0,0,240,96,10,8.924710769963445,0,0,44,1,27,2,4,2,0.0,0.0,5,2,0,7,0,0,0,0,0,0,3,3,1,7,43,6,0,0,2,27,4,6,2,0,53.0,0.6666666666666666,0,3,0,0,1,0,0,0,0,1,1,0,28;53;29;28,52;46,,138,98,0,2,2,0,0,1.0,0,0,0,0,0
2025,5,NYG,REG,2025_05_NYG_NO,NO,26,40,202,2,2,1,-3,1,1,328,138,10,-12.648555137915537,-1.743929317364326,0,29,136,0,1,1,11,-1.9155143193202093,0,26,39,202,2,1,1,328,138,10,-12.117248830851167,0,0,42,1,23,7,14,0,0.0,0.0,1,0,0,3,0,0,0,0,0,0,0,0,0,8,95,6,0,0,5,160,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,2,2,0,0,1.0,0,0,0,0,0
2025,5,NYJ,REG,2025_05_DAL_NYJ,DAL,32,46,283,2,0,5,-49,0,0,308,110,14,3.908267046055964,5.117593841119246,2,22,144,0,1,1,9,-3.494672117754817,0,32,44,283,2,0,0,308,110,14,14.014732870237177,2,0,33,1,17,3,3,0,1.0,1.0,3,0,0,4,0,0,0,0,0,0,0,0,0,10,61,5,4,41,6,155,2,2,0,0,48.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,25;48,,,73,0,0,0,0,0,0,,0,0,0,0,0
2025,5,PHI,REG,2025_05_DEN_PHI,DEN,23,38,280,2,0,6,-23,0,0,416,117,11,0.5049775303469999,-2.2626442683709636,0,11,45,0,0,0,2,-0.3342715204344131,0,23,37,280,2,0,0,416,117,11,8.996224171320259,0,0,45,2,30,5,22,0,2.0,14.0,8,0,0,2,0,0,0,0,0,0,0,0,0,9,55,5,1,15,5,130,1,1,0,0,31.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,31,,,31,0,0,2,2,0,0,1.0,0,0,0,0,0
2025,5,SEA,REG,2025_05_TB_SEA,TB,28,34,341,4,1,0,0,0,0,275,104,18,23.413120006202856,16.30231229697957,0,20,122,1,1,1,7,-1.5084197649848647,0,28,34,341,4,0,0,275,104,18,23.413120006202856,0,0,39,3,29,6,22,0,1.0,9.0,2,0,0,2,0,0,0,0,0,1,0,0,0,7,56,5,0,0,7,196,0,1,1,0,,0.0,0,0,0,0,0,0,0,0,0,1,0,0,,44,,0,44,0,5,5,0,0,1.0,0,0,0,0,0
2025,5,SF,REG,2025_05_SF_LA,LA,33,49,342,2,0,1,-9,0,0,290,179,19,14.00177889080927,-0.9093616157770157,0,33,74,0,0,0,6,-3.7546213712597183,0,33,48,342,2,0,0,290,179,19,15.87880703273671,0,0,33,0,32,1,11,1,1.0,11.0,2,0,0,4,0,0,0,0,0,0,2,2,0,8,44,7,1,0,4,73,4,4,0,0,59.0,1.0,0,1,1,1,1,0,0,0,0,0,0,0,37;20;59;41,,,157,0,0,2,2,0,0,1.0,1,1,0,0,41
2025,5,TB,REG,2025_05_TB_SEA,SEA,29,33,379,2,0,1,-9,0,0,257,202,17,25.9806902520554,20.44649673625827,1,24,56,2,0,0,6,-3.0906922598586846,0,29,32,379,2,0,0,257,202,17,28.312724776818403,1,0,31,1,31,1,2,0,0.0,0.0,2,1,3,6,0,0,0,0,0,0,1,1,0,4,37,2,0,0,5,129,3,3,0,0,39.0,1.0,0,0,3,0,0,0,0,0,0,0,0,0,30;36;39,,,105,0,0,3,3,0,0,1.0,1,1,0,0,39
2025,5,TEN,REG,2025_05_TEN_ARI,ARI,21,39,265,0,1,2,-16,0,0,421,81,12,1.597718604147161,-9.621611318072757,0,24,78,1,1,1,6,-6.611232318535867,0,21,37,265,0,0,0,421,81,12,6.980010543780333,0,0,40,3,29,4,22,0,3.0,28.0,6,0,0,2,0,0,0,0,0,0,2,2,1,6,35,4,3,33,4,136,3,3,0,0,51.0,1.0,0,1,0,1,1,0,0,0,0,0,0,0,44;51;29,,,124,0,0,1,2,1,0,0.5,1,1,0,0,29
2025,5,WAS,REG,2025_05_WAS_LAC,LAC,15,26,231,1,0,1,-5,0,0,239,110,9,14.006386082944797,-0.7532947737237682,0,28,163,2,1,1,9,0.00040329492185264826,0,15,23,231,1,0,0,239,110,9,15.062971955136952,0,0,44,0,30,6,33,1,5.0,29.0,9,1,0,4,0,0,0,0,0,0,1,1,0,7,48,6,0,0,3,92,2,2,0,0,36.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,29;36,,,65,0,0,3,3,0,0,1.0,0,0,0,0,0
2025,6,ARI,REG,2025_06_ARI_IND,IND,27,44,320,2,1,2,-8,0,0,391,129,17,6.258094309852431,4.625235918240669,0,24,88,1,0,0,8,0.033021019626175985,0,27,39,320,2,0,0,391,129,17,11.496769517700635,0,0,36,1,29,3,12,0,1.0,7.0,6,1,9,4,0,0,0,0,0,0,0,0,0,7,65,5,1,12,4,114,2,2,0,0,44.0,1.0,0,0,0,2,0,0,0,0,0,0,0,0,40;44,,,84,0,0,3,3,0,0,1.0,0,0,0,0,0
2025,6,ATL,REG,2025_06_BUF_ATL,BUF,20,32,250,1,0,2,-17,0,0,232,140,10,-0.41926983085160874,-6.361269758593652,0,32,210,2,0,0,9,4.761006107598703,0,20,31,250,1,0,0,232,140,10,3.163724944412915,0,0,32,1,31,3,27,1,4.0,23.0,6,2,6,9,0,0,0,0,0,0,0,0,0,6,35,1,1,10,3,63,1,2,0,1,33.0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,33,,37,33,0,37,3,3,0,0,1.0,0,0,0,0,0
2025,6,BAL,REG,2025_06_LA_BAL,LA,21,34,140,0,1,4,-23,0,0,218,63,6,-12.359193464065335,-0.9252349380403757,0,37,179,0,1,1,13,-6.104339907411486,0,21,32,140,0,2,1,218,63,6,-11.411783451615499,0,0,28,2,24,4,18,1,2.0,14.0,3,0,0,2,0,0,0,0,1,2,1,1,0,7,80,6,1,35,3,61,1,1,0,0,37.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,37,,,37,0,0,0,0,0,0,,0,0,0,0,0
2025,6,BUF,REG,2025_06_BUF_ATL,ATL,15,26,180,2,2,4,-23,0,0,287,56,8,-7.167852376616793,-7.8905483851066,0,24,134,0,2,0,8,0.7480864946264774,0,15,26,180,2,0,0,287,56,8,-2.172806765331188,0,0,39,3,27,9,31,0,2.0,17.0,4,0,0,5,0,0,0,0,1,2,0,0,0,8,64,6,3,21,5,114,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,2,2,0,0,1.0,0,0,0,0,0
2025,6,CAR,REG,2025_06_DAL_CAR,DAL,17,25,199,3,1,1,-5,0,0,154,98,11,2.201376390146385,13.688871406373524,0,38,216,0,0,0,14,6.73148625281668,0,17,21,199,3,1,0,154,99,11,6.2055853032775365,0,0,37,2,16,5,17,0,0.0,0.0,2,0,0,4,0,0,0,0,2,2,0,0,0,6,57,4,1,0,2,40,3,3,0,0,55.0,1.0,0,0,2,0,1,0,0,0,0,0,0,0,31;55;33,,,119,0,0,3,3,0,0,1.0,1,1,0,0,33
2025,6,CHI,REG,2025_06_CHI_WAS,WAS,17,29,252,1,0,3,-16,0,0,246,194,10,3.275814118387534,-8.219391313092462,0,27,145,1,0,0,8,5.895976407468235,0,17,29,252,1,0,0,246,194,10,6.7610356647065135,0,0,32,2,40,3,6,1,3.0,6.0,3,1,32,3,0,0,0,0,0,0,2,2,0,9,84,5,0,0,5,120,4,5,0,1,48.0,0.8,0,0,1,3,0,0,0,0,0,0,0,0,47;48;41;38,,48,174,0,48,1,1,0,0,1.0,1,1,0,0,38
2025,6,CIN,REG,2025_06_CIN_GB,GB,29,45,219,2,0,1,-6,0,0,269,93,12,6.496397113490076,4.669453985989094,1,16,55,0,0,0,5,-0.8384554347139783,0,29,40,219,2,0,0,269,93,12,9.596806323075093,1,0,42,0,28,4,10,0,1.0,3.0,4,1,25,6,0,0,0,0,0,0,0,0,0,3,17,5,1,13,4,90,1,3,2,0,45.0,0.3333333333333333,0,0,0,1,0,0,0,0,0,0,1,1,45,67;56,,45,123,0,1,1,0,0,1.0,0,0,0,0,0
2025,6,CLE,REG,2025_06_CLE_PIT,PIT,29,52,221,0,0,6,-38,0,0,314,105,10,-13.877616212263888,-10.223544111438827,0,17,65,0,0,0,7,-0.024536368378903717,0,29,51,221,0,0,0,314,105,10,-3.890407581898102,0,0,33,4,30,6,15,1,0.0,0.0,3,0,0,3,0,0,0,0,0,0,0,0,0,6,44,7,1,9,6,146,3,3,0,0,53.0,1.0,0,0,2,0,1,0,0,0,0,0,0,0,31;53;32,,,116,0,0,0,0,0,0,,0,0,0,0,0
2025,6,DAL,REG,2025_06_DAL_CAR,CAR,25,34,261,3,0,0,0,0,0,189,136,12,17.745348571297626,7.128864263786989,0,19,31,0,1,0,2,-8.40553474839544,0,25,34,261,3,0,0,189,136,12,17.745348571297626,0,0,41,0,26,2,14,2,1.0,5.0,5,1,21,1,0,1,0,0,2,3,0,0,0,6,37,6,2,19,4,78,2,2,0,0,28.0,1.0,0,2,0,0,0,0,0,0,0,0,0,0,23;28,,,51,0,0,3,3,0,0,1.0,0,0,0,0,0
2025,6,DEN,REG,2025_06_DEN_NYJ,NYJ,19,30,174,1,0,1,-6,0,0,153,112,9,5.107167024033728,3.521407567537748,0,26,78,0,1,0,3,-6.4910536024253815,0,19,26,174,1,1,1,153,112,9,3.7129422784630464,0,0,42,1,31,7,30,0,9.0,55.0,15,0,0,4,0,0,0,0,1,1,0,0,0,6,37,4,2,11,4,104,2,2,0,0,57.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,57;27,,,84,0,0,1,1,0,0,1.0,0,0,0,0,0
2025,6,DET,REG,2025_06_DET_KC,KC,23,29,203,2,0,1,-4,0,0,109,127,14,6.713151381118223,14.184024267726475,0,23,98,0,0,0,5,-0.7599178904783912,0,23,27,203,2,1,0,109,127,14,9.188927660870831,0,0,33,0,34,2,14,1,3.0,14.0,3,0,0,1,0,0,0,0,0,0,0,0,0,4,38,6,0,0,6,140,1,1,0,0,28.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,28,,,28,0,0,2,2,0,0,1.0,0,0,0,0,0
2025,6,GB,REG,2025_06_CIN_GB,CIN,19,26,259,1,1,1,-3,0,0,246,105,11,7.356112143495093,6.610824282352741,0,33,153,2,0,0,12,4.917651760663981,0,19,26,259,1,0,0,246,105,11,8.155685669630738,0,0,29,2,36,5,15,0,1.0,6.0,5,0,0,3,0,0,0,37,0,0,0,0,0,5,40,4,2,14,4,132,2,2,0,0,43.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,43;39,,,82,0,0,3,3,0,0,1.0,0,0,0,0,0
2025,6,IND,REG,2025_06_ARI_IND,ARI,22,30,212,2,1,1,-7,0,0,204,115,13,2.8482230268754942,3.7489487727483115,0,27,150,2,0,0,11,5.5138952072302345,0,22,30,212,2,0,0,204,115,13,4.2427405089010435,0,0,47,2,16,6,20,0,2.0,8.0,12,1,9,3,0,0,0,0,0,0,0,0,0,5,40,3,1,0,5,135,1,1,0,0,45.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,45,,,45,0,0,4,4,0,0,1.0,0,0,0,0,0
2025,6,JAX,REG,2025_06_SEA_JAX,SEA,27,42,258,2,0,7,-44,0,0,320,127,13,-0.38684652255145546,-2.139047710668473,0,19,59,0,0,0,3,-1.0987259491956793,0,27,42,258,2,0,0,320,127,13,9.716299520339817,0,0,24,3,29,7,22,0,1.0,9.0,4,0,0,3,0,2,0,0,0,0,0,0,0,10,76,3,4,24,4,96,0,1,1,0,,0.0,0,0,0,0,0,0,0,0,0,0,1,0,,50,,0,50,0,0,1,1,0,0.0,0,0,0,0,0
2025,6,KC,REG,2025_06_DET_KC,DET,22,30,257,3,0,3,-14,1,0,154,178,16,15.57258388680734,7.661985499518258,0,29,112,1,0,0,8,-1.6851618335931562,0,22,28,257,3,0,0,154,178,16,20.256762514269212,0,0,37,0,26,3,10,1,1.0,4.0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,21,4,105,1,1,0,0,33.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,33,,,33,0,0,3,4,1,0,0.75,0,0,0,0,0
2025,6,LA,REG,2025_06_LA_BAL,BAL,17,26,181,1,0,2,-14,1,1,229,63,10,0.9594451738590664,0.7012727168890146,0,23,74,1,1,0,5,-3.9353478991542943,0,17,26,181,1,0,0,229,63,10,10.992364567362173,0,0,45,2,40,7,27,2,4.0,23.0,11,1,0,4,0,0,0,0,1,2,2,2,0,6,40,5,0,0,2,25,1,2,1,0,36.0,0.5,0,0,1,0,0,0,0,1,0,0,0,0,36,26,,36,26,0,2,2,0,0,1.0,0,0,0,0,0
2025,6,LAC,REG,2025_06_LAC_MIA,MIA,29,38,264,2,0,1,-1,0,0,220,160,12,12.641889955414864,8.790127697743868,0,25,140,0,0,0,7,-0.280884458631665,0,29,38,264,2,2,1,220,160,12,7.684557327916319,0,0,36,2,24,4,15,0,2.0,9.0,4,3,23,5,0,0,0,0,1,1,0,0,0,7,45,3,2,11,4,131,5,5,0,0,35.0,1.0,0,1,4,0,0,0,0,0,0,0,0,0,35;31;29;35;33,,,163,0,0,2,2,0,0,1.0,1,1,0,0,33
2025,6,LV,REG,2025_06_TEN_LV,TEN,17,23,174,1,1,2,-16,0,0,58,122,9,0.5693263779394329,2.7602197035499243,0,32,68,1,0,0,4,-12.312568710836507,0,17,23,174,1,0,0,58,122,9,4.271656537312083,0,0,35,1,25,7,49,1,5.0,47.0,8,1,0,2,0,0,0,0,0,0,2,2,0,6,27,2,3,47,2,57,2,2,0,0,50.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,50;29,,,79,0,0,2,2,0,0,1.0,0,0,0,0,0
2025,6,MIA,REG,2025_06_LAC_MIA,LAC,22,33,213,1,3,2,-9,0,0,209,104,10,-0.6257534058939094,2.366358737150828,0,21,137,2,0,0,7,5.722234074550215,0,22,30,213,1,0,0,209,104,10,4.820943049987556,0,0,47,1,25,1,1,2,1.0,1.0,7,0,0,2,0,0,0,0,0,0,1,1,0,4,45,6,1,8,6,180,2,3,1,0,47.0,0.6666666666666666,0,1,0,1,0,0,0,0,0,0,1,0,47;27,57,,74,57,0,3,3,0,0,1.0,0,0,0,0,0
2025,6,NE,REG,2025_06_NE_NO,NO,18,26,261,3,0,1,-1,0,0,284,86,12,17.406637246674592,10.796038433909416,0,31,73,0,1,0,6,-10.04510771094635,1,18,24,261,3,0,0,284,86,12,21.022926298622707,0,0,29,2,40,4,7,1,2.0,4.0,4,0,0,5,0,0,0,0,2,3,1,1,0,11,65,1,1,6,5,129,1,1,0,0,24.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,24,,,24,0,0,2,2,0,0,1.0,0,0,0,0,0
2025,6,NO,REG,2025_06_NE_NO,NE,20,26,227,0,0,2,-4,0,0,221,99,7,3.9048227529301185,6.551737166368044,0,23,73,1,0,0,7,-0.6530956160859205,0,20,26,227,0,1,1,221,99,7,0.788994654936015,0,0,39,1,19,7,16,1,1.0,1.0,4,0,0,2,0,0,0,0,0,0,0,0,0,8,67,3,2,21,4,89,4,4,0,0,54.0,1.0,0,0,2,1,1,0,0,0,0,0,0,0,34;48;38;54,,,174,0,0,1,1,0,0,1.0,0,0,0,0,0
2025,6,NYG,REG,2025_06_PHI_NYG,PHI,17,26,195,1,0,2,-1,0,0,239,76,8,5.7703542148228735,2.070017388233772,0,39,172,4,0,0,14,7.111756450438406,0,17,26,195,1,0,0,239,76,8,7.385981022845954,0,0,31,1,37,7,27,1,3.0,17.0,3,1,68,4,0,0,0,0,0,0,1,1,0,6,55,2,3,28,4,103,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,4,5,1,0,0.8,0,0,0,0,0
2025,6,NYJ,REG,2025_06_DEN_NYJ,DEN,9,17,45,0,0,9,-55,0,0,94,13,2,-20.7214580506014,-14.768174476921558,0,31,92,0,0,0,7,-3.2562456138458105,0,9,16,45,0,0,0,94,13,2,-6.792013825096403,0,0,32,2,32,3,9,2,1.0,6.0,3,0,0,2,0,0,1,0,1,1,1,1,0,2,15,6,4,32,5,172,3,3,0,0,52.0,1.0,0,0,1,1,1,0,0,0,0,0,0,0,52;41;38,,,131,0,0,0,0,0,0,,0,0,0,0,0
2025,6,PHI,REG,2025_06_PHI_NYG,NYG,24,33,283,1,1,3,-17,0,0,316,93,14,2.1615822567789524,9.212653245776892,0,20,73,1,0,0,5,-2.4201052308490034,0,24,32,283,1,1,1,316,93,14,2.024240669207525,0,0,39,0,36,1,1,0,2.0,1.0,3,0,0,4,0,0,0,0,0,0,0,0,0,4,46,5,2,16,5,84,1,1,0,0,42.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,42,,,42,0,0,2,2,0,0,1.0,0,0,0,0,0
